"WellID","MfgPlate","Well","AssayRow","AssayCol","WellOrder","Day","Shift","Run","RunOrder","A450","A650"
7115,77,"A11",1,11,11,15,"Evening",5,29,0.537,0.04
7116,77,"A12",1,12,12,15,"Evening",5,29,0.477,0.039
7117,77,"B1",2,1,13,15,"Evening",5,29,0.468,0.035
7118,77,"B2",2,2,14,15,"Evening",5,29,0.494,0.037
7119,77,"B3",2,3,15,15,"Evening",5,29,0.58,0.04
7120,77,"B4",2,4,16,15,"Evening",5,29,0.555,0.055
7121,77,"B5",2,5,17,15,"Evening",5,29,0.611,0.054
7122,77,"B6",2,6,18,15,"Evening",5,29,0.528,0.038
7123,77,"B7",2,7,19,15,"Evening",5,29,0.603,0.04
7124,77,"B8",2,8,20,15,"Evening",5,29,0.568,0.042
7125,77,"B9",2,9,21,15,"Evening",5,29,0.632,0.049
7126,77,"B10",2,10,22,15,"Evening",5,29,0.587,0.039
7127,77,"B11",2,11,23,15,"Evening",5,29,0.555,0.037
7128,77,"B12",2,12,24,15,"Evening",5,29,0.586,0.038
7129,77,"C1",3,1,25,15,"Evening",5,29,0.485,0.038
7130,77,"C2",3,2,26,15,"Evening",5,29,0.497,0.037
7131,77,"C3",3,3,27,15,"Evening",5,29,0.548,0.04
7132,77,"C4",3,4,28,15,"Evening",5,29,0.575,0.041
7133,77,"C5",3,5,29,15,"Evening",5,29,0.59,0.048
7134,77,"C6",3,6,30,15,"Evening",5,29,0.55,0.039
7135,77,"C7",3,7,31,15,"Evening",5,29,0.602,0.052
7136,77,"C8",3,8,32,15,"Evening",5,29,0.577,0.044
7137,77,"C9",3,9,33,15,"Evening",5,29,0.664,0.045
7138,77,"C10",3,10,34,15,"Evening",5,29,0.592,0.042
7139,77,"C11",3,11,35,15,"Evening",5,29,0.618,0.053
7140,77,"C12",3,12,36,15,"Evening",5,29,0.57,0.041
7141,77,"D1",4,1,37,15,"Evening",5,29,0.457,0.038
7142,77,"D2",4,2,38,15,"Evening",5,29,0.504,0.041
7143,77,"D3",4,3,39,15,"Evening",5,29,0.491,0.04
7144,77,"D4",4,4,40,15,"Evening",5,29,0.531,0.04
7145,77,"D5",4,5,41,15,"Evening",5,29,0.478,0.038
7146,77,"D6",4,6,42,15,"Evening",5,29,0.483,0.04
7147,77,"D7",4,7,43,15,"Evening",5,29,0.567,0.057
7148,77,"D8",4,8,44,15,"Evening",5,29,0.555,0.067
7149,77,"D9",4,9,45,15,"Evening",5,29,0.554,0.046
7150,77,"D10",4,10,46,15,"Evening",5,29,0.535,0.046
7151,77,"D11",4,11,47,15,"Evening",5,29,0.534,0.042
7152,77,"D12",4,12,48,15,"Evening",5,29,0.568,0.042
7153,77,"E1",5,1,49,15,"Evening",5,29,0.497,0.038
7154,77,"E2",5,2,50,15,"Evening",5,29,0.488,0.037
7155,77,"E3",5,3,51,15,"Evening",5,29,0.561,0.042
7156,77,"E4",5,4,52,15,"Evening",5,29,0.499,0.038
7157,77,"E5",5,5,53,15,"Evening",5,29,0.534,0.039
7158,77,"E6",5,6,54,15,"Evening",5,29,0.494,0.038
7159,77,"E7",5,7,55,15,"Evening",5,29,0.572,0.041
7160,77,"E8",5,8,56,15,"Evening",5,29,0.583,0.051
7161,77,"E9",5,9,57,15,"Evening",5,29,0.545,0.045
7162,77,"E10",5,10,58,15,"Evening",5,29,0.531,0.054
7163,77,"E11",5,11,59,15,"Evening",5,29,0.542,0.042
7164,77,"E12",5,12,60,15,"Evening",5,29,0.566,0.04
7165,77,"F1",6,1,61,15,"Evening",5,29,0.523,0.037
7166,77,"F2",6,2,62,15,"Evening",5,29,0.492,0.036
7167,77,"F3",6,3,63,15,"Evening",5,29,0.57,0.04
7168,77,"F4",6,4,64,15,"Evening",5,29,0.487,0.037
7169,77,"F5",6,5,65,15,"Evening",5,29,0.525,0.043
7170,77,"F6",6,6,66,15,"Evening",5,29,0.533,0.038
7171,77,"F7",6,7,67,15,"Evening",5,29,0.581,0.045
7172,77,"F8",6,8,68,15,"Evening",5,29,0.504,0.038
7173,77,"F9",6,9,69,15,"Evening",5,29,0.571,0.04
7174,77,"F10",6,10,70,15,"Evening",5,29,0.508,0.038
7175,77,"F11",6,11,71,15,"Evening",5,29,0.615,0.049
7176,77,"F12",6,12,72,15,"Evening",5,29,0.556,0.039
7177,77,"G1",7,1,73,15,"Evening",5,29,0.542,0.037
7178,77,"G2",7,2,74,15,"Evening",5,29,0.534,0.037
7179,77,"G3",7,3,75,15,"Evening",5,29,0.502,0.038
7180,77,"G4",7,4,76,15,"Evening",5,29,0.51,0.041
7181,77,"G5",7,5,77,15,"Evening",5,29,0.518,0.046
7182,77,"G6",7,6,78,15,"Evening",5,29,0.521,0.042
7183,77,"G7",7,7,79,15,"Evening",5,29,0.678,0.056
7184,77,"G8",7,8,80,15,"Evening",5,29,0.571,0.046
7185,77,"G9",7,9,81,15,"Evening",5,29,0.605,0.087
7186,77,"G10",7,10,82,15,"Evening",5,29,0.557,0.041
7187,77,"G11",7,11,83,15,"Evening",5,29,0.522,0.037
7188,77,"G12",7,12,84,15,"Evening",5,29,0.594,0.039
7189,77,"H1",8,1,85,15,"Evening",5,29,0.543,0.038
7190,77,"H2",8,2,86,15,"Evening",5,29,0.536,0.038
7191,77,"H3",8,3,87,15,"Evening",5,29,0.537,0.04
7192,77,"H4",8,4,88,15,"Evening",5,29,0.53,0.039
7193,77,"H5",8,5,89,15,"Evening",5,29,0.485,0.038
7194,77,"H6",8,6,90,15,"Evening",5,29,0.517,0.042
7195,77,"H7",8,7,91,15,"Evening",5,29,0.649,0.134
7196,77,"H8",8,8,92,15,"Evening",5,29,0.606,0.04
7197,77,"H9",8,9,93,15,"Evening",5,29,0.608,0.064
7198,77,"H10",8,10,94,15,"Evening",5,29,0.656,0.044
7199,77,"H11",8,11,95,15,"Evening",5,29,0.631,0.039
7200,77,"H12",8,12,96,15,"Evening",5,29,0.532,0.038
7201,78,"A1",1,1,1,6,"Evening",14,11,0.572,0.039
7202,78,"A2",1,2,2,6,"Evening",14,11,0.552,0.04
7203,78,"A3",1,3,3,6,"Evening",14,11,0.57,0.039
7204,78,"A4",1,4,4,6,"Evening",14,11,0.56,0.039
7205,78,"A5",1,5,5,6,"Evening",14,11,0.588,0.04
7206,78,"A6",1,6,6,6,"Evening",14,11,0.505,0.039
7207,78,"A7",1,7,7,6,"Evening",14,11,0.549,0.039
7208,78,"A8",1,8,8,6,"Evening",14,11,0.574,0.039
7209,78,"A9",1,9,9,6,"Evening",14,11,0.511,0.041
7210,78,"A10",1,10,10,6,"Evening",14,11,0.517,0.039
7211,78,"A11",1,11,11,6,"Evening",14,11,0.516,0.041
7212,78,"A12",1,12,12,6,"Evening",14,11,0.473,0.039
7213,78,"B1",2,1,13,6,"Evening",14,11,0.544,0.037
7214,78,"B2",2,2,14,6,"Evening",14,11,0.56,0.04
7215,78,"B3",2,3,15,6,"Evening",14,11,0.504,0.036
7216,78,"B4",2,4,16,6,"Evening",14,11,0.554,0.037
7217,78,"B5",2,5,17,6,"Evening",14,11,0.509,0.036
7218,78,"B6",2,6,18,6,"Evening",14,11,0.614,0.038
7219,78,"B7",2,7,19,6,"Evening",14,11,0.603,0.038
7220,78,"B8",2,8,20,6,"Evening",14,11,0.555,0.037
7221,78,"B9",2,9,21,6,"Evening",14,11,0.571,0.037
7222,78,"B10",2,10,22,6,"Evening",14,11,0.538,0.038
7223,78,"B11",2,11,23,6,"Evening",14,11,0.582,0.038
7224,78,"B12",2,12,24,6,"Evening",14,11,0.556,0.038
7225,78,"C1",3,1,25,6,"Evening",14,11,0.527,0.039
7226,78,"C2",3,2,26,6,"Evening",14,11,0.537,0.037
7227,78,"C3",3,3,27,6,"Evening",14,11,0.532,0.038
7228,78,"C4",3,4,28,6,"Evening",14,11,0.55,0.038
7229,78,"C5",3,5,29,6,"Evening",14,11,0.577,0.039
7230,78,"C6",3,6,30,6,"Evening",14,11,0.517,0.038
7231,78,"C7",3,7,31,6,"Evening",14,11,0.586,0.04
7232,78,"C8",3,8,32,6,"Evening",14,11,0.567,0.039
7233,78,"C9",3,9,33,6,"Evening",14,11,0.6,0.041
7234,78,"C10",3,10,34,6,"Evening",14,11,0.576,0.04
7235,78,"C11",3,11,35,6,"Evening",14,11,0.595,0.041
7236,78,"C12",3,12,36,6,"Evening",14,11,0.586,0.041
7237,78,"D1",4,1,37,6,"Evening",14,11,0.538,0.038
7238,78,"D2",4,2,38,6,"Evening",14,11,0.453,0.039
7239,78,"D3",4,3,39,6,"Evening",14,11,0.526,0.038
7240,78,"D4",4,4,40,6,"Evening",14,11,0.493,0.039
7241,78,"D5",4,5,41,6,"Evening",14,11,0.55,0.038
7242,78,"D6",4,6,42,6,"Evening",14,11,0.459,0.04
7243,78,"D7",4,7,43,6,"Evening",14,11,0.514,0.039
7244,78,"D8",4,8,44,6,"Evening",14,11,0.548,0.038
7245,78,"D9",4,9,45,6,"Evening",14,11,0.529,0.038
7246,78,"D10",4,10,46,6,"Evening",14,11,0.519,0.039
7247,78,"D11",4,11,47,6,"Evening",14,11,0.53,0.039
7248,78,"D12",4,12,48,6,"Evening",14,11,0.553,0.038
7249,78,"E1",5,1,49,6,"Evening",14,11,0.553,0.039
7250,78,"E2",5,2,50,6,"Evening",14,11,0.504,0.038
7251,78,"E3",5,3,51,6,"Evening",14,11,0.508,0.038
7252,78,"E4",5,4,52,6,"Evening",14,11,0.489,0.038
7253,78,"E5",5,5,53,6,"Evening",14,11,0.495,0.043
7254,78,"E6",5,6,54,6,"Evening",14,11,0.484,0.038
7255,78,"E7",5,7,55,6,"Evening",14,11,0.495,0.039
7256,78,"E8",5,8,56,6,"Evening",14,11,0.563,0.04
7257,78,"E9",5,9,57,6,"Evening",14,11,0.495,0.04
7258,78,"E10",5,10,58,6,"Evening",14,11,0.606,0.04
7259,78,"E11",5,11,59,6,"Evening",14,11,0.532,0.041
7260,78,"E12",5,12,60,6,"Evening",14,11,0.623,0.041
7261,78,"F1",6,1,61,6,"Evening",14,11,0.542,0.037
7262,78,"F2",6,2,62,6,"Evening",14,11,0.507,0.036
7263,78,"F3",6,3,63,6,"Evening",14,11,0.55,0.038
7264,78,"F4",6,4,64,6,"Evening",14,11,0.515,0.036
7265,78,"F5",6,5,65,6,"Evening",14,11,0.508,0.037
7266,78,"F6",6,6,66,6,"Evening",14,11,0.519,0.036
7267,78,"F7",6,7,67,6,"Evening",14,11,0.547,0.038
7268,78,"F8",6,8,68,6,"Evening",14,11,0.576,0.039
7269,78,"F9",6,9,69,6,"Evening",14,11,0.497,0.038
7270,78,"F10",6,10,70,6,"Evening",14,11,0.586,0.039
7271,78,"F11",6,11,71,6,"Evening",14,11,0.595,0.038
7272,78,"F12",6,12,72,6,"Evening",14,11,0.647,0.04
7273,78,"G1",7,1,73,6,"Evening",14,11,0.545,0.038
7274,78,"G2",7,2,74,6,"Evening",14,11,0.533,0.036
7275,78,"G3",7,3,75,6,"Evening",14,11,0.539,0.038
7276,78,"G4",7,4,76,6,"Evening",14,11,0.526,0.037
7277,78,"G5",7,5,77,6,"Evening",14,11,0.548,0.037
7278,78,"G6",7,6,78,6,"Evening",14,11,0.57,0.037
7279,78,"G7",7,7,79,6,"Evening",14,11,0.565,0.037
7280,78,"G8",7,8,80,6,"Evening",14,11,0.573,0.038
7281,78,"G9",7,9,81,6,"Evening",14,11,0.522,0.036
7282,78,"G10",7,10,82,6,"Evening",14,11,0.568,0.037
7283,78,"G11",7,11,83,6,"Evening",14,11,0.615,0.038
7284,78,"G12",7,12,84,6,"Evening",14,11,0.666,0.038
7285,78,"H1",8,1,85,6,"Evening",14,11,0.577,0.038
7286,78,"H2",8,2,86,6,"Evening",14,11,0.577,0.037
7287,78,"H3",8,3,87,6,"Evening",14,11,0.559,0.038
7288,78,"H4",8,4,88,6,"Evening",14,11,0.614,0.04
7289,78,"H5",8,5,89,6,"Evening",14,11,0.527,0.038
7290,78,"H6",8,6,90,6,"Evening",14,11,0.616,0.04
7291,78,"H7",8,7,91,6,"Evening",14,11,0.694,0.04
7292,78,"H8",8,8,92,6,"Evening",14,11,0.625,0.039
7293,78,"H9",8,9,93,6,"Evening",14,11,0.694,0.04
7294,78,"H10",8,10,94,6,"Evening",14,11,0.587,0.039
7295,78,"H11",8,11,95,6,"Evening",14,11,0.727,0.042
7296,78,"H12",8,12,96,6,"Evening",14,11,0.52,0.038
7297,79,"A1",1,1,1,7,"Evening",3,13,0.639,0.041
7298,79,"A2",1,2,2,7,"Evening",3,13,0.579,0.04
7299,79,"A3",1,3,3,7,"Evening",3,13,0.63,0.041
7300,79,"A4",1,4,4,7,"Evening",3,13,0.651,0.041
7301,79,"A5",1,5,5,7,"Evening",3,13,0.664,0.041
7302,79,"A6",1,6,6,7,"Evening",3,13,0.595,0.04
7303,79,"A7",1,7,7,7,"Evening",3,13,0.544,0.039
7304,79,"A8",1,8,8,7,"Evening",3,13,0.598,0.041
7305,79,"A9",1,9,9,7,"Evening",3,13,0.61,0.042
7306,79,"A10",1,10,10,7,"Evening",3,13,0.559,0.041
7307,79,"A11",1,11,11,7,"Evening",3,13,0.599,0.042
7308,79,"A12",1,12,12,7,"Evening",3,13,0.469,0.039
7309,79,"B1",2,1,13,7,"Evening",3,13,0.611,0.037
7310,79,"B2",2,2,14,7,"Evening",3,13,0.658,0.038
7311,79,"B3",2,3,15,7,"Evening",3,13,0.624,0.039
7312,79,"B4",2,4,16,7,"Evening",3,13,0.601,0.037
7313,79,"B5",2,5,17,7,"Evening",3,13,0.564,0.037
7314,79,"B6",2,6,18,7,"Evening",3,13,0.62,0.037
7315,79,"B7",2,7,19,7,"Evening",3,13,0.661,0.038
7316,79,"B8",2,8,20,7,"Evening",3,13,0.573,0.039
7317,79,"B9",2,9,21,7,"Evening",3,13,0.723,0.04
7318,79,"B10",2,10,22,7,"Evening",3,13,0.58,0.04
7319,79,"B11",2,11,23,7,"Evening",3,13,0.583,0.037
7320,79,"B12",2,12,24,7,"Evening",3,13,0.607,0.04
7321,79,"C1",3,1,25,7,"Evening",3,13,0.611,0.04
7322,79,"C2",3,2,26,7,"Evening",3,13,0.588,0.039
7323,79,"C3",3,3,27,7,"Evening",3,13,0.576,0.039
7324,79,"C4",3,4,28,7,"Evening",3,13,0.632,0.039
7325,79,"C5",3,5,29,7,"Evening",3,13,0.635,0.04
7326,79,"C6",3,6,30,7,"Evening",3,13,0.648,0.04
7327,79,"C7",3,7,31,7,"Evening",3,13,0.652,0.041
7328,79,"C8",3,8,32,7,"Evening",3,13,0.641,0.041
7329,79,"C9",3,9,33,7,"Evening",3,13,0.63,0.042
7330,79,"C10",3,10,34,7,"Evening",3,13,0.611,0.041
7331,79,"C11",3,11,35,7,"Evening",3,13,0.605,0.041
7332,79,"C12",3,12,36,7,"Evening",3,13,0.604,0.041
7333,79,"D1",4,1,37,7,"Evening",3,13,0.613,0.04
7334,79,"D2",4,2,38,7,"Evening",3,13,0.495,0.039
7335,79,"D3",4,3,39,7,"Evening",3,13,0.581,0.04
7336,79,"D4",4,4,40,7,"Evening",3,13,0.506,0.039
7337,79,"D5",4,5,41,7,"Evening",3,13,0.594,0.038
7338,79,"D6",4,6,42,7,"Evening",3,13,0.507,0.04
7339,79,"D7",4,7,43,7,"Evening",3,13,0.597,0.039
7340,79,"D8",4,8,44,7,"Evening",3,13,0.589,0.039
7341,79,"D9",4,9,45,7,"Evening",3,13,0.565,0.04
7342,79,"D10",4,10,46,7,"Evening",3,13,0.562,0.04
7343,79,"D11",4,11,47,7,"Evening",3,13,0.539,0.039
7344,79,"D12",4,12,48,7,"Evening",3,13,0.634,0.041
7345,79,"E1",5,1,49,7,"Evening",3,13,0.598,0.039
7346,79,"E2",5,2,50,7,"Evening",3,13,0.535,0.038
7347,79,"E3",5,3,51,7,"Evening",3,13,0.542,0.037
7348,79,"E4",5,4,52,7,"Evening",3,13,0.561,0.039
7349,79,"E5",5,5,53,7,"Evening",3,13,0.559,0.038
7350,79,"E6",5,6,54,7,"Evening",3,13,0.553,0.039
7351,79,"E7",5,7,55,7,"Evening",3,13,0.552,0.04
7352,79,"E8",5,8,56,7,"Evening",3,13,0.619,0.04
7353,79,"E9",5,9,57,7,"Evening",3,13,0.523,0.041
7354,79,"E10",5,10,58,7,"Evening",3,13,0.565,0.039
7355,79,"E11",5,11,59,7,"Evening",3,13,0.544,0.041
7356,79,"E12",5,12,60,7,"Evening",3,13,0.617,0.042
7357,79,"F1",6,1,61,7,"Evening",3,13,0.583,0.037
7358,79,"F2",6,2,62,7,"Evening",3,13,0.532,0.036
7359,79,"F3",6,3,63,7,"Evening",3,13,0.541,0.038
7360,79,"F4",6,4,64,7,"Evening",3,13,0.548,0.037
7361,79,"F5",6,5,65,7,"Evening",3,13,0.546,0.038
7362,79,"F6",6,6,66,7,"Evening",3,13,0.61,0.039
7363,79,"F7",6,7,67,7,"Evening",3,13,0.594,0.039
7364,79,"F8",6,8,68,7,"Evening",3,13,0.622,0.037
7365,79,"F9",6,9,69,7,"Evening",3,13,0.565,0.039
7366,79,"F10",6,10,70,7,"Evening",3,13,0.635,0.041
7367,79,"F11",6,11,71,7,"Evening",3,13,0.582,0.039
7368,79,"F12",6,12,72,7,"Evening",3,13,0.635,0.04
7369,79,"G1",7,1,73,7,"Evening",3,13,0.669,0.038
7370,79,"G2",7,2,74,7,"Evening",3,13,0.613,0.036
7371,79,"G3",7,3,75,7,"Evening",3,13,0.606,0.038
7372,79,"G4",7,4,76,7,"Evening",3,13,0.637,0.039
7373,79,"G5",7,5,77,7,"Evening",3,13,0.618,0.038
7374,79,"G6",7,6,78,7,"Evening",3,13,0.61,0.039
7375,79,"G7",7,7,79,7,"Evening",3,13,0.622,0.039
7376,79,"G8",7,8,80,7,"Evening",3,13,0.63,0.036
7377,79,"G9",7,9,81,7,"Evening",3,13,0.584,0.038
7378,79,"G10",7,10,82,7,"Evening",3,13,0.684,0.039
7379,79,"G11",7,11,83,7,"Evening",3,13,0.602,0.037
7380,79,"G12",7,12,84,7,"Evening",3,13,0.604,0.044
7381,79,"H1",8,1,85,7,"Evening",3,13,0.701,0.04
7382,79,"H2",8,2,86,7,"Evening",3,13,0.665,0.038
7383,79,"H3",8,3,87,7,"Evening",3,13,0.674,0.039
7384,79,"H4",8,4,88,7,"Evening",3,13,0.727,0.04
7385,79,"H5",8,5,89,7,"Evening",3,13,0.581,0.038
7386,79,"H6",8,6,90,7,"Evening",3,13,0.674,0.04
7387,79,"H7",8,7,91,7,"Evening",3,13,0.747,0.041
7388,79,"H8",8,8,92,7,"Evening",3,13,0.675,0.04
7389,79,"H9",8,9,93,7,"Evening",3,13,0.819,0.043
7390,79,"H10",8,10,94,7,"Evening",3,13,0.736,0.043
7391,79,"H11",8,11,95,7,"Evening",3,13,0.833,0.043
7392,79,"H12",8,12,96,7,"Evening",3,13,0.538,0.039
7393,80,"A1",1,1,1,1,"Day",3,1,0.55,0.038
7394,80,"A2",1,2,2,1,"Day",3,1,0.534,0.039
7395,80,"A3",1,3,3,1,"Day",3,1,0.496,0.038
7396,80,"A4",1,4,4,1,"Day",3,1,0.559,0.039
7397,80,"A5",1,5,5,1,"Day",3,1,0.55,0.039
7398,80,"A6",1,6,6,1,"Day",3,1,0.557,0.038
7399,80,"A7",1,7,7,1,"Day",3,1,0.595,0.04
7400,80,"A8",1,8,8,1,"Day",3,1,0.572,0.04
7401,80,"A9",1,9,9,1,"Day",3,1,0.569,0.041
7402,80,"A10",1,10,10,1,"Day",3,1,0.514,0.041
7403,80,"A11",1,11,11,1,"Day",3,1,0.592,0.041
7404,80,"A12",1,12,12,1,"Day",3,1,0.424,0.039
7405,80,"B1",2,1,13,1,"Day",3,1,0.573,0.037
7406,80,"B2",2,2,14,1,"Day",3,1,0.605,0.036
7407,80,"B3",2,3,15,1,"Day",3,1,0.568,0.038
7408,80,"B4",2,4,16,1,"Day",3,1,0.652,0.039
7409,80,"B5",2,5,17,1,"Day",3,1,0.587,0.038
7410,80,"B6",2,6,18,1,"Day",3,1,0.575,0.038
7411,80,"B7",2,7,19,1,"Day",3,1,0.53,0.037
7412,80,"B8",2,8,20,1,"Day",3,1,0.544,0.036
7413,80,"B9",2,9,21,1,"Day",3,1,0.508,0.037
7414,80,"B10",2,10,22,1,"Day",3,1,0.543,0.038
7415,80,"B11",2,11,23,1,"Day",3,1,0.498,0.036
7416,80,"B12",2,12,24,1,"Day",3,1,0.488,0.036
7417,80,"C1",3,1,25,1,"Day",3,1,0.513,0.039
7418,80,"C2",3,2,26,1,"Day",3,1,0.51,0.038
7419,80,"C3",3,3,27,1,"Day",3,1,0.566,0.038
7420,80,"C4",3,4,28,1,"Day",3,1,0.521,0.037
7421,80,"C5",3,5,29,1,"Day",3,1,0.573,0.039
7422,80,"C6",3,6,30,1,"Day",3,1,0.515,0.038
7423,80,"C7",3,7,31,1,"Day",3,1,0.545,0.039
7424,80,"C8",3,8,32,1,"Day",3,1,0.562,0.039
7425,80,"C9",3,9,33,1,"Day",3,1,0.556,0.04
7426,80,"C10",3,10,34,1,"Day",3,1,0.553,0.041
7427,80,"C11",3,11,35,1,"Day",3,1,0.524,0.04
7428,80,"C12",3,12,36,1,"Day",3,1,0.543,0.039
7429,80,"D1",4,1,37,1,"Day",3,1,0.508,0.038
7430,80,"D2",4,2,38,1,"Day",3,1,0.527,0.04
7431,80,"D3",4,3,39,1,"Day",3,1,0.494,0.039
7432,80,"D4",4,4,40,1,"Day",3,1,0.515,0.038
7433,80,"D5",4,5,41,1,"Day",3,1,0.487,0.038
7434,80,"D6",4,6,42,1,"Day",3,1,0.495,0.038
7435,80,"D7",4,7,43,1,"Day",3,1,0.483,0.036
7436,80,"D8",4,8,44,1,"Day",3,1,0.498,0.039
7437,80,"D9",4,9,45,1,"Day",3,1,0.49,0.036
7438,80,"D10",4,10,46,1,"Day",3,1,0.465,0.04
7439,80,"D11",4,11,47,1,"Day",3,1,0.479,0.038
7440,80,"D12",4,12,48,1,"Day",3,1,0.468,0.038
7441,80,"E1",5,1,49,1,"Day",3,1,0.521,0.038
7442,80,"E2",5,2,50,1,"Day",3,1,0.537,0.038
7443,80,"E3",5,3,51,1,"Day",3,1,0.461,0.038
7444,80,"E4",5,4,52,1,"Day",3,1,0.505,0.038
7445,80,"E5",5,5,53,1,"Day",3,1,0.516,0.038
7446,80,"E6",5,6,54,1,"Day",3,1,0.519,0.038
7447,80,"E7",5,7,55,1,"Day",3,1,0.495,0.039
7448,80,"E8",5,8,56,1,"Day",3,1,0.49,0.039
7449,80,"E9",5,9,57,1,"Day",3,1,0.497,0.04
7450,80,"E10",5,10,58,1,"Day",3,1,0.538,0.041
7451,80,"E11",5,11,59,1,"Day",3,1,0.491,0.04
7452,80,"E12",5,12,60,1,"Day",3,1,0.498,0.039
7453,80,"F1",6,1,61,1,"Day",3,1,0.548,0.036
7454,80,"F2",6,2,62,1,"Day",3,1,0.523,0.036
7455,80,"F3",6,3,63,1,"Day",3,1,0.521,0.037
7456,80,"F4",6,4,64,1,"Day",3,1,0.477,0.036
7457,80,"F5",6,5,65,1,"Day",3,1,0.509,0.036
7458,80,"F6",6,6,66,1,"Day",3,1,0.603,0.039
7459,80,"F7",6,7,67,1,"Day",3,1,0.484,0.037
7460,80,"F8",6,8,68,1,"Day",3,1,0.488,0.036
7461,80,"F9",6,9,69,1,"Day",3,1,0.515,0.039
7462,80,"F10",6,10,70,1,"Day",3,1,0.489,0.04
7463,80,"F11",6,11,71,1,"Day",3,1,0.536,0.038
7464,80,"F12",6,12,72,1,"Day",3,1,0.529,0.038
7465,80,"G1",7,1,73,1,"Day",3,1,0.578,0.036
7466,80,"G2",7,2,74,1,"Day",3,1,0.617,0.038
7467,80,"G3",7,3,75,1,"Day",3,1,0.494,0.035
7468,80,"G4",7,4,76,1,"Day",3,1,0.623,0.038
7469,80,"G5",7,5,77,1,"Day",3,1,0.527,0.035
7470,80,"G6",7,6,78,1,"Day",3,1,0.604,0.039
7471,80,"G7",7,7,79,1,"Day",3,1,0.596,0.042
7472,80,"G8",7,8,80,1,"Day",3,1,0.514,0.037
7473,80,"G9",7,9,81,1,"Day",3,1,0.514,0.037
7474,80,"G10",7,10,82,1,"Day",3,1,0.574,0.04
7475,80,"G11",7,11,83,1,"Day",3,1,0.531,0.037
7476,80,"G12",7,12,84,1,"Day",3,1,0.544,0.036
7477,80,"H1",8,1,85,1,"Day",3,1,0.593,0.039
7478,80,"H2",8,2,86,1,"Day",3,1,0.665,0.039
7479,80,"H3",8,3,87,1,"Day",3,1,0.606,0.039
7480,80,"H4",8,4,88,1,"Day",3,1,0.7,0.039
7481,80,"H5",8,5,89,1,"Day",3,1,0.566,0.039
7482,80,"H6",8,6,90,1,"Day",3,1,0.69,0.041
7483,80,"H7",8,7,91,1,"Day",3,1,0.585,0.038
7484,80,"H8",8,8,92,1,"Day",3,1,0.578,0.039
7485,80,"H9",8,9,93,1,"Day",3,1,0.603,0.04
7486,80,"H10",8,10,94,1,"Day",3,1,0.654,0.042
7487,80,"H11",8,11,95,1,"Day",3,1,0.656,0.04
7488,80,"H12",8,12,96,1,"Day",3,1,0.448,0.036
7489,81,"A1",1,1,1,12,"Evening",13,23,0.652,0.04
7490,81,"A2",1,2,2,12,"Evening",13,23,0.614,0.039
7491,81,"A3",1,3,3,12,"Evening",13,23,0.686,0.04
7492,81,"A4",1,4,4,12,"Evening",13,23,0.645,0.041
7493,81,"A5",1,5,5,12,"Evening",13,23,0.652,0.041
7494,81,"A6",1,6,6,12,"Evening",13,23,0.646,0.037
7495,81,"A7",1,7,7,12,"Evening",13,23,0.697,0.041
7496,81,"A8",1,8,8,12,"Evening",13,23,0.635,0.041
7497,81,"A9",1,9,9,12,"Evening",13,23,0.626,0.043
7498,81,"A10",1,10,10,12,"Evening",13,23,0.598,0.042
7499,81,"A11",1,11,11,12,"Evening",13,23,0.708,0.044
7500,81,"A12",1,12,12,12,"Evening",13,23,0.417,0.04
7501,81,"B1",2,1,13,12,"Evening",13,23,0.644,0.038
7502,81,"B2",2,2,14,12,"Evening",13,23,0.652,0.037
7503,81,"B3",2,3,15,12,"Evening",13,23,0.633,0.038
7504,81,"B4",2,4,16,12,"Evening",13,23,0.75,0.04
7505,81,"B5",2,5,17,12,"Evening",13,23,0.638,0.038
7506,81,"B6",2,6,18,12,"Evening",13,23,0.724,0.039
7507,81,"B7",2,7,19,12,"Evening",13,23,0.575,0.036
7508,81,"B8",2,8,20,12,"Evening",13,23,0.595,0.037
7509,81,"B9",2,9,21,12,"Evening",13,23,0.541,0.037
7510,81,"B10",2,10,22,12,"Evening",13,23,0.542,0.038
7511,81,"B11",2,11,23,12,"Evening",13,23,0.528,0.037
7512,81,"B12",2,12,24,12,"Evening",13,23,0.549,0.037
7513,81,"C1",3,1,25,12,"Evening",13,23,0.68,0.041
7514,81,"C2",3,2,26,12,"Evening",13,23,0.593,0.038
7515,81,"C3",3,3,27,12,"Evening",13,23,0.617,0.039
7516,81,"C4",3,4,28,12,"Evening",13,23,0.597,0.038
7517,81,"C5",3,5,29,12,"Evening",13,23,0.625,0.04
7518,81,"C6",3,6,30,12,"Evening",13,23,0.549,0.038
7519,81,"C7",3,7,31,12,"Evening",13,23,0.528,0.039
7520,81,"C8",3,8,32,12,"Evening",13,23,0.545,0.039
7521,81,"C9",3,9,33,12,"Evening",13,23,0.528,0.039
7522,81,"C10",3,10,34,12,"Evening",13,23,0.574,0.041
7523,81,"C11",3,11,35,12,"Evening",13,23,0.561,0.04
7524,81,"C12",3,12,36,12,"Evening",13,23,0.566,0.04
7525,81,"D1",4,1,37,12,"Evening",13,23,0.585,0.04
7526,81,"D2",4,2,38,12,"Evening",13,23,0.574,0.04
