"Day","Shift","Run","MfgPlate","Mean450","SD450","CV450","Median450","Range450","RelRange450","Mean650","SD650","CV650","Median650","Rang650","RelRange650"
5,"Day",9,499,0.443739583333333,0.0360593793307552,8.12624807096998,0.4445,0.182,41.0150473015799,0.0371145833333333,0.00145000756198875,3.90684047013528,0.037,0.007,18.860510805501
5,"Day",10,53,0.526135416666667,0.0478047828022671,9.08602258808854,0.5235,0.229,43.5249163515413,0.0379375,0.00181695233549856,4.78933070312636,0.038,0.008,21.0873146622735
5,"Day",11,127,0.52128125,0.0420825512346988,8.07290713692442,0.521,0.212,40.6690246388106,0.0393229166666667,0.00466678023044778,11.8678384668341,0.038,0.033,83.9205298013245
5,"Day",12,271,0.44284375,0.0492666916678473,11.1250732719717,0.4405,0.261,58.9372662479712,0.0362395833333333,0.00156773246688308,4.32602232885241,0.036,0.008,22.0753089968382
5,"Day",13,73,0.473791666666667,0.038304023882799,8.08457104201192,0.474,0.196,41.3683932811538,0.0369270833333333,0.0016042364418637,4.34433563946164,0.037,0.008,21.6643159379408
5,"Day",14,521,0.591645833333333,0.0449598602654381,7.59911719687675,0.5975,0.192,32.4518468960175,0.0390833333333333,0.00297946186121859,7.6233565745465,0.039,0.025,63.9658848614072
5,"Evening",1,320,0.515864583333333,0.0414664404045556,8.03824138044411,0.516,0.193,37.4129192496416,0.0372083333333333,0.00157558120715845,4.23448476727915,0.037,0.006,16.1254199328107
5,"Evening",2,373,0.37371875,0.0276469102204359,7.39778515807298,0.374,0.126,33.7151935780584,0.0352291666666667,0.00158598577458721,4.50191112833743,0.035,0.007,19.8698994677705
5,"Evening",3,199,0.398125,0.0395876775086177,9.94352967249424,0.399,0.232,58.2731554160126,0.0363125,0.00171256962977921,4.71619863622502,0.036,0.01,27.5387263339071
5,"Evening",4,184,0.476666666666667,0.0507880356127652,10.6548326460347,0.471,0.214,44.8951048951049,0.0370729166666667,0.00180784717371485,4.87646329521286,0.037,0.014,37.7634166900815
5,"Evening",5,447,0.416927083333333,0.0326332877488347,7.82709712401782,0.4155,0.187,44.8519675202998,0.0361458333333333,0.00164783217506911,4.55884405782807,0.036,0.007,19.3659942363112
5,"Evening",6,277,0.492385416666667,0.047063981040744,9.5583620975934,0.493,0.272,55.2412786392773,0.0381458333333333,0.00208745206899485,5.47229379092042,0.038,0.00899999999999999,23.593664664118
5,"Evening",7,504,0.545666666666667,0.0405568260635725,7.43252768422221,0.556,0.173,31.7043372021991,0.03796875,0.00165722104106464,4.3646973921044,0.038,0.007,18.4362139917695
5,"Evening",8,196,0.431916666666667,0.0368480997629505,8.53129842090306,0.435,0.196,45.379124059425,0.0380104166666667,0.00523851082026515,13.7817768908045,0.037,0.039,102.603453000822
5,"Evening",9,429,0.468354166666667,0.0331849614534455,7.08544170528618,0.468,0.189,40.3540767759441,0.0369375,0.00190739557898639,5.16384589911714,0.037,0.009,24.3654822335025
5,"Evening",10,187,0.462645833333333,0.040131620074756,8.67437188088571,0.4625,0.241,52.0916828027199,0.0371145833333333,0.00156184635450729,4.2081742922453,0.037,0.006,16.1661521190008
5,"Evening",11,124,0.5233125,0.0469100623253521,8.96406302646165,0.5295,0.243,46.434969544966,0.0373958333333333,0.00177988270853457,4.75957493090024,0.037,0.008,21.3927576601671
5,"Evening",12,545,0.400291666666667,0.0322209205222049,8.04936080496427,0.3965,0.19,47.465389819923,0.0361458333333333,0.00175306748701671,4.84998497849003,0.036,0.008,22.1325648414986
5,"Evening",13,255,0.450208333333333,0.0378459249469176,8.40631373184657,0.448,0.189,41.9805645534475,0.03684375,0.00159821034779201,4.33780586338799,0.037,0.006,16.2849872773537
5,"Evening",14,589,0.532708333333333,0.0408158680872929,7.66195411885045,0.5345,0.207,38.8580367618303,0.0389791666666667,0.00305382992207858,7.83451823943195,0.0385,0.016,41.0475681453768
6,"Day",1,221,0.71796875,0.0414585279462945,5.77441956161665,0.715,0.216,30.0848748639826,0.0408229166666667,0.00166065802852944,4.06795536460389,0.041,0.007,17.147231436591
6,"Day",2,3,0.699125,0.091309335430952,13.060516421377,0.704,0.573,81.9595923475773,0.04128125,0.00237842550750215,5.7615152339189,0.041,0.012,29.0688872066616
6,"Day",3,50,0.497854166666667,0.0271215506336185,5.44768979542908,0.496,0.144,28.9241327363267,0.0371979166666667,0.00175690991691104,4.72314063353289,0.037,0.009,24.1949033884066
6,"Day",4,57,0.60828125,0.049116982404524,8.07471583326364,0.61,0.321,52.7716414076548,0.0395,0.00161571232457683,4.09041094829578,0.04,0.007,17.7215189873418
6,"Day",5,229,0.54434375,0.042705559387878,7.84532924055398,0.5345,0.224,41.1504678799013,0.0377708333333333,0.00165102307463659,4.37115871939086,0.038,0.007,18.5328185328185
6,"Day",6,442,0.513666666666667,0.0377639947336827,7.3518484231699,0.5045,0.181,35.2368591823491,0.0376458333333333,0.00157599870870016,4.18638284546804,0.038,0.007,18.5943552850028
6,"Day",7,89,0.54578125,0.0442878629268966,8.11458124054217,0.5445,0.274,50.2032636701975,0.0402395833333333,0.00621838495137675,15.4534029337864,0.039,0.049,121.770644576754
6,"Day",8,167,0.5324375,0.0532738333123258,10.0056501114827,0.5355,0.255,47.8929451813593,0.0379895833333333,0.00149028285317122,3.92287233080441,0.038,0.007,18.426103646833
6,"Day",9,179,0.580260416666667,0.0437033648690486,7.53168122687132,0.577,0.223,38.4310205547078,0.0385208333333333,0.00163500630397411,4.24447282805611,0.039,0.007,18.1719848566793
6,"Day",10,44,0.509479166666667,0.0465658513158723,9.13989312272285,0.5095,0.307,60.2576160294418,0.03771875,0.00182787264902472,4.84605839012352,0.037,0.009,23.860811930406
6,"Day",11,225,0.65959375,0.0467379206178902,7.08586468836162,0.663,0.269,40.7826787321741,0.0396041666666667,0.00157933474780176,3.98779946841054,0.0395,0.00799999999999999,20.1998947922146
6,"Day",12,301,0.478885416666667,0.056139838522196,11.723021117027,0.469,0.26,54.2927370413069,0.0388958333333333,0.00268516065055673,6.90346605392197,0.0385,0.013,33.4226031065881
6,"Day",13,278,0.524010416666667,0.0574433349698304,10.9622505856351,0.5215,0.314,59.9224729152172,0.0383958333333333,0.00138775977495475,3.61434992934498,0.038,0.007,18.2311448724905
6,"Day",14,279,0.545416666666667,0.0627339690852809,11.5020264174694,0.533,0.346,63.4377387318564,0.0384583333333333,0.001746676041223,4.54173618519524,0.038,0.012,31.2026002166847
6,"Evening",1,157,0.57409375,0.0397275135006883,6.92003936651257,0.5695,0.177,30.8312013499537,0.0384166666666667,0.00157391009351111,4.09694601347794,0.039,0.007,18.2212581344902
6,"Evening",2,510,0.695677083333333,0.0383017094002664,5.50567358302849,0.7,0.173,24.8678595493,0.0405520833333333,0.00167878271479926,4.13981866480167,0.041,0.009,22.1936809658361
6,"Evening",3,475,0.618677083333333,0.0443454132895902,7.1677801690446,0.612,0.332,53.6628895661105,0.03978125,0.00164926219549036,4.14582798552173,0.039,0.007,17.5962293794187
6,"Evening",4,256,0.547885416666667,0.0437365004235392,7.98278236526753,0.5475,0.259,47.2726581363956,0.0388333333333333,0.0018899549795065,4.86683685709828,0.039,0.00899999999999999,23.175965665236
6,"Evening",5,281,0.578885416666667,0.0600534621100525,10.3739808226388,0.567,0.266,45.9503715833228,0.0388333333333333,0.00155371654033781,4.00098679915317,0.039,0.008,20.6008583690987
6,"Evening",6,361,0.51971875,0.0504432360757067,9.70587189238538,0.519,0.284,54.644940171968,0.0372395833333333,0.00154064095797934,4.13710578925921,0.037,0.006,16.1118881118881
6,"Evening",7,207,0.745958333333333,0.0476782895901857,6.39154862405439,0.747,0.274,36.7312740881417,0.0410416666666667,0.00145758752859263,3.55148230316986,0.041,0.007,17.0558375634518
6,"Evening",8,437,0.59478125,0.0542029719761992,9.1130935913328,0.5815,0.293,49.2618084379761,0.0390625,0.0017217647005937,4.40771763351988,0.039,0.013,33.28
6,"Evening",9,154,0.618958333333333,0.0524012689012026,8.46604142463051,0.621,0.247,39.9057556378324,0.0389895833333333,0.0014832027342468,3.80409998631294,0.039,0.007,17.9535132246861
6,"Evening",10,483,0.5413125,0.0430266288416102,7.94857477734399,0.5385,0.225,41.5656390717007,0.0380833333333333,0.00149149636389392,3.91640183079365,0.038,0.011,28.8840262582057
6,"Evening",11,363,0.537489583333333,0.0527259039086335,9.80966060433113,0.5335,0.278,51.7219325955929,0.0379166666666667,0.00171474513476288,4.52240475102299,0.038,0.00899999999999999,23.7362637362637
6,"Evening",12,421,0.43578125,0.0548235836930364,12.5805283483483,0.431,0.292,67.0060953746863,0.0368333333333333,0.00119354991663892,3.24040701349933,0.037,0.007,19.0045248868778
6,"Evening",13,478,0.53515625,0.03642709463688,6.8068147642637,0.532,0.239,44.6598540145986,0.03815625,0.00173100594422647,4.53662491525365,0.038,0.00899999999999999,23.5872235872236
6,"Evening",14,78,0.553770833333333,0.0487570732610403,8.80455782901297,0.55,0.274,49.4789511305068,0.0385520833333333,0.0014280630361044,3.70424348732836,0.038,0.007,18.1572547960011
7,"Day",1,110,0.74971875,0.060908162641109,8.1241349027364,0.738,0.425,56.6879246384061,0.0412291666666667,0.001737991379463,4.21544144589309,0.041,0.007,16.978271854472
7,"Day",2,325,0.614625,0.0493166460634477,8.02385943680255,0.6155,0.274,44.5800284726459,0.0389895833333333,0.00177405151332475,4.55006532939289,0.039,0.01,25.6478760352658
7,"Day",3,294,0.555625,0.0569569089196755,10.2509622352622,0.549,0.276,49.673790776153,0.0388958333333333,0.00186648652012935,4.79867985892923,0.039,0.00799999999999999,20.5677557579004
7,"Day",4,90,0.548510416666667,0.0497524386689615,9.07046377921321,0.5505,0.317,57.7928860360446,0.0385833333333333,0.00136626010212795,3.54106289968367,0.039,0.007,18.1425485961123
7,"Day",5,138,0.568520833333333,0.0676536036565629,11.8999339496318,0.555,0.495,87.068049397193,0.0390104166666667,0.00180347495957792,4.62305997648811,0.039,0.011,28.1975967957276
7,"Day",6,408,0.4890625,0.0436731430177933,8.92997173526765,0.4915,0.254,51.9361022364217,0.0378333333333333,0.00159384782121537,4.21281362435781,0.038,0.00799999999999999,21.1453744493392
7,"Day",7,2,0.80928125,0.0772705027297303,9.54804065085288,0.8265,0.433,53.5042669035023,0.0438541666666667,0.00471945395295209,10.7617002252589,0.043,0.025,57.0071258907363
7,"Day",8,335,0.568458333333333,0.0473730806675038,8.33360650897963,0.568,0.24,42.2194531994429,0.0387604166666667,0.00133570239095129,3.44604755526266,0.039,0.007,18.0596613813491
7,"Day",9,470,0.610479166666667,0.0350007456060933,5.73332351326648,0.6065,0.168,27.5193666177524,0.03865625,0.00297295927353626,7.69075964051418,0.038,0.028,72.4333063864188
7,"Day",10,595,0.584625,0.0378000974657613,6.46569980171243,0.5825,0.206,35.236262561471,0.0386041666666667,0.00170743986049084,4.42294189441772,0.039,0.007,18.1327576902321
7,"Day",11,86,0.596,0.0423864427183479,7.11181924804495,0.6025,0.285,47.8187919463087,0.0408958333333333,0.00310340786086476,7.58856736227756,0.04,0.017,41.5690269994906
7,"Day",12,275,0.459208333333333,0.0490602029018626,10.6836482138164,0.4615,0.226,49.2151347427638,0.0371770833333333,0.00181800811570574,4.89013110416786,0.037,0.00899999999999999,24.2084617539927
7,"Day",13,83,0.59103125,0.0551439175679135,9.33011876578667,0.5865,0.348,58.880135356633,0.03909375,0.00139983551665337,3.58071435115171,0.039,0.007,17.9056754596323
7,"Day",14,68,0.599166666666667,0.035856341042868,5.98436846334375,0.5995,0.226,37.7190542420028,0.03915625,0.00138661363343256,3.54123194491956,0.039,0.00600000000000001,15.3232242617718
7,"Evening",1,349,0.483322916666667,0.0436737895121419,9.03615119542581,0.4795,0.214,44.2768163106963,0.0373125,0.00147478812037526,3.9525309758801,0.037,0.006,16.0804020100502
7,"Evening",2,469,0.6488125,0.0430217356326091,6.63084259822508,0.6485,0.219,33.7539736056257,0.0395,0.00159604775024203,4.0406272158026,0.04,0.007,17.7215189873418
7,"Evening",3,79,0.607989583333333,0.0609792880785058,10.0296600057165,0.6045,0.364,59.8694467764319,0.03940625,0.00164526833517723,4.17514565627845,0.039,0.008,20.3013481363997
7,"Evening",4,192,0.509604166666667,0.0471701241681118,9.2562281185126,0.506,0.229,44.9368382322881,0.0378541666666667,0.00144352759925973,3.81339156656396,0.038,0.007,18.4920198128784
7,"Evening",5,12,0.74134375,0.0525406765979314,7.08722189914347,0.747,0.32,43.1648611052565,0.0411875,0.00170023218228694,4.12802957763142,0.0415,0.007,16.9954476479514
7,"Evening",6,181,0.614979166666667,0.0557607632596456,9.06709792493984,0.606,0.312,50.7334259290626,0.0389791666666667,0.00160249257600163,4.11115145099297,0.039,0.008,20.5237840726884
7,"Evening",7,535,0.529083333333333,0.0363849785854914,6.87698445465265,0.527,0.215,40.6363206804221,0.03815625,0.00142406479006954,3.73219273400697,0.038,0.006,15.7248157248157
7,"Evening",8,236,0.62153125,0.0469263595826931,7.55012070313328,0.6135,0.269,43.2802051385188,0.0396354166666667,0.00155678340221224,3.927758386659,0.04,0.007,17.6609724047306
7,"Evening",9,70,0.609447916666667,0.0380248865299298,6.23923480416576,0.619,0.214,35.1137470729998,0.0393020833333333,0.00128243019029593,3.26300817037926,0.039,0.00600000000000001,15.2663662867745
7,"Evening",10,202,0.74071875,0.0416998556415525,5.62964764177395,0.738,0.263,35.5060540859807,0.04403125,0.0060792193491218,13.806601786508,0.042,0.035,79.4889992902768
7,"Evening",11,417,0.510427083333333,0.0396364385228028,7.76534784634818,0.5085,0.17,33.3054427460664,0.0382291666666667,0.00334185314700397,8.74163221014663,0.038,0.024,62.7792915531335
7,"Evening",12,334,0.5883125,0.0550726434142359,9.36112073332385,0.585,0.317,53.8829278657176,0.0390416666666667,0.00156888607259161,4.01849154132323,0.039,0.007,17.9295624332978
7,"Evening",13,541,0.475697916666667,0.0452762560735214,9.51785881064677,0.467,0.225,47.2989248253662,0.03728125,0.00172720111284428,4.63289485423445,0.037,0.009,24.140821458508
7,"Evening",14,101,0.5108125,0.141231449643559,27.648393420983,0.485,1.344,263.110241037563,0.0411979166666667,0.00651899215921678,15.8235966443694,0.04,0.045,109.228824273072
8,"Day",1,419,0.444302083333333,0.0378876788170026,8.52745918559598,0.441,0.244,54.9175907908002,0.0365104166666667,0.00149381032873843,4.0914633825646,0.037,0.008,21.9115549215407
8,"Day",2,285,0.5541875,0.0546917317911564,9.86881367608552,0.552,0.263,47.4568625239653,0.0384895833333333,0.00155593797513145,4.04249108559185,0.038,0.007,18.1867388362652
8,"Day",3,487,0.543979166666667,0.0363007841488935,6.67319382308947,0.5425,0.185,34.0086553559802,0.0378125,0.00143865800039664,3.8047153729498,0.038,0.007,18.5123966942149
8,"Day",4,85,0.490635416666667,0.0542662286745763,11.0603977681139,0.493,0.317,64.6100932039659,0.0377604166666667,0.00151306445172958,4.00701206527005,0.038,0.008,21.1862068965517
8,"Day",5,51,0.471052083333333,0.0463247960865036,9.83432569891057,0.467,0.26,55.1955949669401,0.03996875,0.00541237009081973,13.5415045274614,0.038,0.025,62.5488663017983
8,"Day",6,454,0.561979166666667,0.0392425599161412,6.98292076357655,0.558,0.199,35.4105653382762,0.0379375,0.00172786756315103,4.55451087486268,0.038,0.008,21.0873146622735
8,"Day",7,359,0.48153125,0.0554109913331851,11.5072472104739,0.476,0.235,48.8026478032319,0.0371354166666667,0.00160013020303557,4.30890601658948,0.0375,0.007,18.8499298737728
8,"Day",8,223,0.640552083333333,0.0412363839835053,6.43763170184656,0.644,0.211,32.9403346722391,0.0395,0.0014142135623731,3.58028749967872,0.04,0.00600000000000001,15.1898734177215
8,"Day",9,108,0.667989583333333,0.0517307797598432,7.74424946893656,0.666,0.285,42.6653359739267,0.04015625,0.00163080945351816,4.06115972860554,0.04,0.009,22.4124513618677
8,"Day",10,19,0.625104166666667,0.0544433030373253,8.70947690648764,0.6225,0.29,46.3922679553408,0.0395,0.00172900945174124,4.37723911833224,0.04,0.00799999999999999,20.253164556962
8,"Day",11,512,0.639697916666667,0.0455030640475924,7.11321123018494,0.6505,0.209,32.6716711989709,0.0394375,0.00175206644911238,4.44264075844661,0.039,0.00899999999999999,22.8209191759112
8,"Day",12,122,0.618541666666667,0.0779099232469836,12.5957437381449,0.619,0.546,88.2721455035365,0.0390833333333333,0.00176317098712081,4.51131169412574,0.039,0.007,17.910447761194
8,"Day",13,222,0.602208333333333,0.0429719410697055,7.13572673958993,0.604,0.234,38.8569847090569,0.0390729166666667,0.00153035800191821,3.91667203903354,0.039,0.007,17.9152226073047
8,"Day",14,432,0.514052083333333,0.0444880515695635,8.65438600716954,0.506,0.224,43.5753510709437,0.038,0.00145818921593656,3.83734004193832,0.038,0.007,18.4210526315789
8,"Evening",1,502,0.699479166666667,0.0520891905478462,7.44685374920809,0.7025,0.219,31.3090096798213,0.0404791666666667,0.001919315484704,4.74148961738508,0.04,0.007,17.2928461142563
8,"Evening",2,424,0.452895833333333,0.0391513874639313,8.64467822010535,0.447,0.198,43.7186623119739,0.0362083333333333,0.00150029236916757,4.14350021404163,0.036,0.008,22.0943613348677
8,"Evening",3,462,0.6199375,0.0526525477966041,8.49320258842289,0.616,0.221,35.64875491481,0.03934375,0.00170342147950591,4.32958596856149,0.039,0.007,17.7918983320095
8,"Evening",4,497,0.473791666666667,0.0353222508273294,7.45522838673736,0.473,0.205,43.2679623603905,0.03684375,0.00156493231735265,4.24748381300125,0.037,0.006,16.2849872773537
8,"Evening",5,13,0.676385416666667,0.0527132001428318,7.79336733819761,0.6795,0.278,41.1008270062988,0.0413229166666667,0.00229183811160923,5.54616734848717,0.041,0.011,26.619611797328
8,"Evening",6,389,0.49759375,0.0350390994011277,7.04170810045899,0.497,0.2,40.1934308861395,0.0373854166666667,0.00143907712873777,3.84930076229662,0.037,0.007,18.7238785176929
8,"Evening",7,132,0.533333333333333,0.0429922065560888,8.06103872926665,0.5325,0.299,56.0625,0.0380625,0.00158155486451583,4.15515235340777,0.038,0.006,15.7635467980296
8,"Evening",8,552,0.537916666666667,0.0373835501866985,6.94969174655897,0.532,0.201,37.3663826491092,0.0386770833333333,0.0017681080680634,4.57146174344428,0.039,0.011,28.4406140587126
8,"Evening",9,290,0.519364583333333,0.0569173213468294,10.9590301636528,0.511,0.291,56.0300046130087,0.0381770833333333,0.00136878579821808,3.58535979887956,0.038,0.007,18.3356070941337
8,"Evening",10,308,0.54603125,0.0370045383063099,6.7770000904362,0.546,0.191,34.9796829393922,0.03821875,0.00168712227741423,4.41438371850002,0.038,0.00899999999999999,23.5486508585445
8,"Evening",11,134,0.524791666666667,0.0547622452860721,10.4350447547895,0.5195,0.263,50.1151250496229,0.0379583333333333,0.00144307177241843,3.8017258548894,0.038,0.007,18.4412733260154
8,"Evening",12,568,0.4168125,0.0474972159848953,11.3953434661617,0.4095,0.25,59.9790073474284,0.0362604166666667,0.00156437168599084,4.31426836699571,0.036,0.008,22.0626256822752
8,"Evening",13,409,0.4699375,0.0423493770537667,9.0117041210303,0.467,0.215,45.7507647293523,0.03715625,0.0016047831465243,4.31901267357254,0.037,0.008,21.5306980656013
8,"Evening",14,23,0.67028125,0.0483506279554279,7.21348358699098,0.669,0.295,44.0113758217166,0.04021875,0.001790049249543,4.45078290484663,0.04,0.00899999999999999,22.3776223776224
9,"Day",1,415,0.4789375,0.0514617512537736,10.7449826446611,0.4765,0.391,81.6390447605376,0.0372604166666667,0.00161730634839581,4.34054820928147,0.037,0.008,21.4705060106234
9,"Day",2,368,0.447572916666667,0.0313230182022462,6.99841680223342,0.447,0.153,34.184374054507,0.0369375,0.00181114967849008,4.903281701496,0.037,0.01,27.072758037225
9,"Day",3,427,0.583625,0.0585953563814888,10.0398982876828,0.577,0.254,43.5210965945599,0.0398125,0.00219239114835114,5.50679095347225,0.04,0.012,30.1412872841444
9,"Day",4,428,0.484083333333333,0.0526769032912042,10.8817841193742,0.4765,0.411,84.9027371320365,0.0377916666666667,0.00155540934985425,4.11574690148866,0.038,0.00899999999999999,23.8147739801543
9,"Day",5,523,0.634479166666667,0.0378467767289624,5.96501488422327,0.637,0.187,29.4729929404039,0.0394166666666667,0.00163942651504897,4.15922160266124,0.039,0.007,17.7589852008457
9,"Day",6,169,0.496895833333333,0.0351275807567866,7.06940537640248,0.4995,0.171,34.4136514192277,0.0370625,0.00130434496567192,3.51931188039641,0.037,0.006,16.1888701517707
9,"Day",7,218,0.601385416666667,0.0328480936855083,5.46207020908111,0.602,0.153,25.4412554345002,0.03878125,0.00148822129791874,3.83747635240933,0.039,0.007,18.0499597099114
9,"Day",8,162,0.521135416666667,0.0364511554337601,6.99456499558451,0.5225,0.164,31.4697475464231,0.0371354166666667,0.00152605298705459,4.10942739852008,0.037,0.00899999999999999,24.2356241234221
9,"Day",9,214,0.6633125,0.050267979239692,7.57832533529701,0.67,0.32,48.2427211909922,0.0396875,0.00151700882972832,3.82238445285876,0.04,0.00600000000000001,15.1181102362205
9,"Day",10,554,0.481541666666667,0.0426602037320046,8.85908877362733,0.4755,0.186,38.6259409881457,0.0383645833333333,0.00290958413258002,7.58403683756941,0.038,0.022,57.3445560684225
9,"Day",11,121,0.58175,0.0579667781442185,9.96420767412437,0.586,0.28,48.1306403094113,0.03890625,0.00166118616466795,4.26971544332325,0.039,0.007,17.9919678714859
9,"Day",12,52,0.595614583333333,0.0560800874298565,9.41549938485497,0.5995,0.269,45.1634341279141,0.0401145833333333,0.00325048916696571,8.10301116667639,0.039,0.018,44.871461957933
9,"Day",13,251,0.394114583333333,0.0412215757996163,10.4592871065499,0.3905,0.204,51.7615964054447,0.0383854166666667,0.00416342417694774,10.8463696332967,0.037,0.026,67.7340569877883
9,"Day",14,547,0.41221875,0.0326039077816077,7.90937039656922,0.4065,0.155,37.6013948904556,0.03684375,0.00146055595038688,3.96418917831893,0.037,0.007,18.9991518235793
9,"Evening",1,536,0.478052083333333,0.0358591894679487,7.50110515530272,0.4755,0.189,39.5354411348136,0.03840625,0.00237787222444552,6.19136787487848,0.038,0.015,39.0561432058584
9,"Evening",2,14,0.668822916666667,0.0471905420478715,7.05576033235576,0.6745,0.274,40.9674957559145,0.0403229166666667,0.00175616083465979,4.35524257626815,0.0405,0.009,22.31981400155
9,"Evening",3,265,0.510739583333333,0.0372915243063048,7.30147525729693,0.506,0.21,41.1168444453509,0.0374895833333333,0.00147964997046184,3.94682959611938,0.038,0.006,16.0044456793554
9,"Evening",4,495,0.462447916666667,0.0422994014619012,9.14684658259379,0.4555,0.194,41.9506701205091,0.0370104166666667,0.00145453766694486,3.93007644319467,0.037,0.006,16.2116521249648
9,"Evening",5,8,0.627010416666667,0.0623847982143536,9.94956328572748,0.6305,0.436,69.5363248218231,0.0394166666666667,0.00163942651504897,4.15922160266124,0.04,0.007,17.7589852008457
9,"Evening",6,139,0.53221875,0.0407074810465828,7.64863715278403,0.5285,0.223,41.9000645881041,0.0381041666666667,0.00165738644394161,4.34961997316551,0.038,0.008,20.9950792782941
9,"Evening",7,372,0.398645833333333,0.0332258552356497,8.33468017408511,0.394,0.165,41.3901228116018,0.0355,0.00133771210811988,3.76820312146444,0.036,0.006,16.9014084507042
9,"Evening",8,378,0.50384375,0.0352020717467475,6.98670406187384,0.499,0.187,37.1146808906531,0.03790625,0.00151538166114922,3.99770924623043,0.038,0.007,18.4666117065128
9,"Evening",9,180,0.545114583333333,0.0445812964774919,8.17833494838476,0.5375,0.261,47.8798417763849,0.0381145833333333,0.00158193613329507,4.15047468697259,0.038,0.006,15.7420060125717
9,"Evening",10,356,0.479041666666667,0.0469846372801885,9.80804814059775,0.4725,0.206,43.0025223971471,0.0370625,0.00137505980731174,3.71011077858143,0.037,0.007,18.8870151770658
9,"Evening",11,141,0.5130625,0.038894949611269,7.58093791911688,0.5115,0.221,43.0746741381411,0.0382604166666667,0.00199602126170865,5.21693550569099,0.038,0.01,26.1366730193302
9,"Evening",12,30,0.5879375,0.0646717724969305,10.9997699580194,0.578,0.409,69.5652173913044,0.0391979166666667,0.00220821333669346,5.63349668675452,0.039,0.018,45.9208078660643
9,"Evening",13,247,0.407708333333333,0.0330921891457205,8.1166330045712,0.4035,0.169,41.4512008175779,0.03634375,0.00144970505167158,3.98887030554519,0.036,0.008,22.01203783319
9,"Evening",14,190,0.505208333333333,0.0352162990573718,6.97064888558287,0.504,0.163,32.2639175257732,0.03721875,0.00138566438558321,3.72302773624371,0.037,0.006,16.1209068010075
10,"Day",1,17,0.702885416666667,0.0452068624952746,6.43161195599443,0.7065,0.252,35.8522163107429,0.04125,0.00173508683234859,4.20627110872386,0.041,0.009,21.8181818181818
10,"Day",2,137,0.566520833333333,0.052006877918956,9.18004685069646,0.565,0.228,40.2456514544184,0.0386979166666667,0.00145182130020168,3.75167819163826,0.038,0.00799999999999999,20.6729475100942
10,"Day",3,115,0.63884375,0.0544013018661947,8.5155880238626,0.639,0.284,44.4553147776745,0.0399895833333333,0.00398812656629299,9.97291352863056,0.04,0.04,100.026048450117
10,"Day",4,276,0.448697916666667,0.0356240958641809,7.93943866038623,0.4455,0.181,40.3389437028439,0.0386666666666667,0.0047498845784684,12.2841842546597,0.038,0.034,87.9310344827586
10,"Day",5,31,0.62253125,0.0442276296412572,7.10448345223749,0.616,0.291,46.7446413332664,0.03959375,0.00162596125415091,4.10661090235431,0.04,0.007,17.6795580110497
10,"Day",6,88,0.55128125,0.049830386655238,9.03901350812095,0.5545,0.321,58.2279916104529,0.0391770833333333,0.00197880767750719,5.0509315884257,0.039,0.01,25.5251262961978
10,"Day",7,379,0.485291666666667,0.0409929176595862,8.44706811908705,0.481,0.237,48.8366102859105,0.0379270833333333,0.00153035800191821,4.0350004994273,0.038,0.007,18.4564680032958
10,"Day",8,375,0.416520833333333,0.028524773781719,6.8483426275322,0.414,0.128,30.7307557645176,0.03665625,0.00212170797633466,5.78812065155234,0.036,0.015,40.920716112532
10,"Day",9,452,0.598916666666667,0.0360857652841166,6.02517299860023,0.5995,0.192,32.0578822874635,0.0394895833333333,0.00165430724357368,4.18922435724277,0.039,0.009,22.79082036402
10,"Day",10,374,0.3965,0.0311282575974408,7.85075853655506,0.394,0.16,40.3530895334174,0.0357083333333333,0.00145034781067502,4.061650811692,0.036,0.007,19.6032672112019
10,"Day",11,312,0.656010416666667,0.0520357154253169,7.93214773779383,0.6525,0.253,38.5664607713927,0.0380104166666667,0.00143266253173054,3.76913135231932,0.038,0.006,15.7851466155111
10,"Day",12,516,0.625020833333333,0.0470332422568653,7.52506792550094,0.6315,0.189,30.2389920335989,0.0396875,0.00217793963475381,5.48772191434032,0.039,0.016,40.3149606299212
10,"Day",13,99,0.430927083333333,0.0412173302313906,9.56480384397375,0.4315,0.216,50.1244893519302,0.0366458333333333,0.00174101704497032,4.75092769520042,0.037,0.008,21.8305855599773
10,"Day",14,295,0.455666666666667,0.050025397058666,10.9785070355522,0.4505,0.218,47.8419897585955,0.0370208333333333,0.00172888261247526,4.6700261901414,0.037,0.008,21.6094541361846
10,"Evening",1,161,0.596052083333333,0.0464264828670395,7.78899766735252,0.5945,0.278,46.640219499834,0.0386979166666667,0.00172973859702415,4.46984940280804,0.039,0.01,25.8411843876178
10,"Evening",2,98,0.489489583333333,0.0376756223827799,7.69692015225654,0.4905,0.186,37.9987657210955,0.0373020833333333,0.00137741016837027,3.6925824117159,0.037,0.006,16.0848924881318
10,"Evening",3,400,0.511166666666667,0.0406105163115137,7.94467224874738,0.507,0.253,49.4946201499837,0.0381458333333333,0.00239288052208681,6.27298006882398,0.038,0.015,39.3227744401966
10,"Evening",4,558,0.581802083333333,0.06428630365575,11.0495141728323,0.57,0.318,54.6577623404294,0.03921875,0.00190955009856965,4.86897236288677,0.039,0.00899999999999999,22.9482071713147
