"MSAPlate","AssayStrip","AssayCol","AssayRow","MfgPlate","Pool","MfgStrip","MfgCol","MfgRow"
8,4,8,3,46,"A",2,4,3
8,4,8,4,46,"A",2,4,4
8,4,8,5,46,"A",2,4,5
8,4,8,6,46,"A",2,4,6
8,4,8,7,46,"A",2,4,7
8,4,8,8,46,"A",2,4,8
8,5,9,1,217,"B",4,7,1
8,5,9,2,217,"B",4,7,2
8,5,9,3,217,"B",4,7,3
8,5,9,4,217,"B",4,7,4
8,5,9,5,217,"B",4,7,5
8,5,9,6,217,"B",4,7,6
8,5,9,7,217,"B",4,7,7
8,5,9,8,217,"B",4,7,8
8,5,10,1,217,"B",4,8,1
8,5,10,2,217,"B",4,8,2
8,5,10,3,217,"B",4,8,3
8,5,10,4,217,"B",4,8,4
8,5,10,5,217,"B",4,8,5
8,5,10,6,217,"B",4,8,6
8,5,10,7,217,"B",4,8,7
8,5,10,8,217,"B",4,8,8
8,6,11,1,89,"A",3,5,1
8,6,11,2,89,"A",3,5,2
8,6,11,3,89,"A",3,5,3
8,6,11,4,89,"A",3,5,4
8,6,11,5,89,"A",3,5,5
8,6,11,6,89,"A",3,5,6
8,6,11,7,89,"A",3,5,7
8,6,11,8,89,"A",3,5,8
8,6,12,1,89,"A",3,6,1
8,6,12,2,89,"A",3,6,2
8,6,12,3,89,"A",3,6,3
8,6,12,4,89,"A",3,6,4
8,6,12,5,89,"A",3,6,5
8,6,12,6,89,"A",3,6,6
8,6,12,7,89,"A",3,6,7
8,6,12,8,89,"A",3,6,8
9,1,1,1,85,"A",4,7,1
9,1,1,2,85,"A",4,7,2
9,1,1,3,85,"A",4,7,3
9,1,1,4,85,"A",4,7,4
9,1,1,5,85,"A",4,7,5
9,1,1,6,85,"A",4,7,6
9,1,1,7,85,"A",4,7,7
9,1,1,8,85,"A",4,7,8
9,1,2,1,85,"A",4,8,1
9,1,2,2,85,"A",4,8,2
9,1,2,3,85,"A",4,8,3
9,1,2,4,85,"A",4,8,4
9,1,2,5,85,"A",4,8,5
9,1,2,6,85,"A",4,8,6
9,1,2,7,85,"A",4,8,7
9,1,2,8,85,"A",4,8,8
9,2,3,1,291,"B",3,5,1
9,2,3,2,291,"B",3,5,2
9,2,3,3,291,"B",3,5,3
9,2,3,4,291,"B",3,5,4
9,2,3,5,291,"B",3,5,5
9,2,3,6,291,"B",3,5,6
9,2,3,7,291,"B",3,5,7
9,2,3,8,291,"B",3,5,8
9,2,4,1,291,"B",3,6,1
9,2,4,2,291,"B",3,6,2
9,2,4,3,291,"B",3,6,3
9,2,4,4,291,"B",3,6,4
9,2,4,5,291,"B",3,6,5
9,2,4,6,291,"B",3,6,6
9,2,4,7,291,"B",3,6,7
9,2,4,8,291,"B",3,6,8
9,3,5,1,288,"B",4,7,1
9,3,5,2,288,"B",4,7,2
9,3,5,3,288,"B",4,7,3
9,3,5,4,288,"B",4,7,4
9,3,5,5,288,"B",4,7,5
9,3,5,6,288,"B",4,7,6
9,3,5,7,288,"B",4,7,7
9,3,5,8,288,"B",4,7,8
9,3,6,1,288,"B",4,8,1
9,3,6,2,288,"B",4,8,2
9,3,6,3,288,"B",4,8,3
9,3,6,4,288,"B",4,8,4
9,3,6,5,288,"B",4,8,5
9,3,6,6,288,"B",4,8,6
9,3,6,7,288,"B",4,8,7
9,3,6,8,288,"B",4,8,8
9,4,7,1,294,"B",4,7,1
9,4,7,2,294,"B",4,7,2
9,4,7,3,294,"B",4,7,3
9,4,7,4,294,"B",4,7,4
9,4,7,5,294,"B",4,7,5
9,4,7,6,294,"B",4,7,6
9,4,7,7,294,"B",4,7,7
9,4,7,8,294,"B",4,7,8
9,4,8,1,294,"B",4,8,1
9,4,8,2,294,"B",4,8,2
9,4,8,3,294,"B",4,8,3
9,4,8,4,294,"B",4,8,4
9,4,8,5,294,"B",4,8,5
9,4,8,6,294,"B",4,8,6
9,4,8,7,294,"B",4,8,7
9,4,8,8,294,"B",4,8,8
9,5,9,1,70,"A",5,9,1
9,5,9,2,70,"A",5,9,2
9,5,9,3,70,"A",5,9,3
9,5,9,4,70,"A",5,9,4
9,5,9,5,70,"A",5,9,5
9,5,9,6,70,"A",5,9,6
9,5,9,7,70,"A",5,9,7
9,5,9,8,70,"A",5,9,8
9,5,10,1,70,"A",5,10,1
9,5,10,2,70,"A",5,10,2
9,5,10,3,70,"A",5,10,3
9,5,10,4,70,"A",5,10,4
9,5,10,5,70,"A",5,10,5
9,5,10,6,70,"A",5,10,6
9,5,10,7,70,"A",5,10,7
9,5,10,8,70,"A",5,10,8
9,6,11,1,59,"A",5,9,1
9,6,11,2,59,"A",5,9,2
9,6,11,3,59,"A",5,9,3
9,6,11,4,59,"A",5,9,4
9,6,11,5,59,"A",5,9,5
9,6,11,6,59,"A",5,9,6
9,6,11,7,59,"A",5,9,7
9,6,11,8,59,"A",5,9,8
9,6,12,1,59,"A",5,10,1
9,6,12,2,59,"A",5,10,2
9,6,12,3,59,"A",5,10,3
9,6,12,4,59,"A",5,10,4
9,6,12,5,59,"A",5,10,5
9,6,12,6,59,"A",5,10,6
9,6,12,7,59,"A",5,10,7
9,6,12,8,59,"A",5,10,8
10,1,1,1,65,"A",5,9,1
10,1,1,2,65,"A",5,9,2
10,1,1,3,65,"A",5,9,3
10,1,1,4,65,"A",5,9,4
10,1,1,5,65,"A",5,9,5
10,1,1,6,65,"A",5,9,6
10,1,1,7,65,"A",5,9,7
10,1,1,8,65,"A",5,9,8
10,1,2,1,65,"A",5,10,1
10,1,2,2,65,"A",5,10,2
10,1,2,3,65,"A",5,10,3
10,1,2,4,65,"A",5,10,4
10,1,2,5,65,"A",5,10,5
10,1,2,6,65,"A",5,10,6
10,1,2,7,65,"A",5,10,7
10,1,2,8,65,"A",5,10,8
10,2,3,1,39,"A",4,7,1
10,2,3,2,39,"A",4,7,2
10,2,3,3,39,"A",4,7,3
10,2,3,4,39,"A",4,7,4
10,2,3,5,39,"A",4,7,5
10,2,3,6,39,"A",4,7,6
10,2,3,7,39,"A",4,7,7
10,2,3,8,39,"A",4,7,8
10,2,4,1,39,"A",4,8,1
10,2,4,2,39,"A",4,8,2
10,2,4,3,39,"A",4,8,3
10,2,4,4,39,"A",4,8,4
10,2,4,5,39,"A",4,8,5
10,2,4,6,39,"A",4,8,6
10,2,4,7,39,"A",4,8,7
10,2,4,8,39,"A",4,8,8
10,3,5,1,282,"B",2,3,1
10,3,5,2,282,"B",2,3,2
10,3,5,3,282,"B",2,3,3
10,3,5,4,282,"B",2,3,4
10,3,5,5,282,"B",2,3,5
10,3,5,6,282,"B",2,3,6
10,3,5,7,282,"B",2,3,7
10,3,5,8,282,"B",2,3,8
10,3,6,1,282,"B",2,4,1
10,3,6,2,282,"B",2,4,2
10,3,6,3,282,"B",2,4,3
10,3,6,4,282,"B",2,4,4
10,3,6,5,282,"B",2,4,5
10,3,6,6,282,"B",2,4,6
10,3,6,7,282,"B",2,4,7
10,3,6,8,282,"B",2,4,8
10,4,7,1,291,"B",4,7,1
10,4,7,2,291,"B",4,7,2
10,4,7,3,291,"B",4,7,3
10,4,7,4,291,"B",4,7,4
10,4,7,5,291,"B",4,7,5
10,4,7,6,291,"B",4,7,6
10,4,7,7,291,"B",4,7,7
10,4,7,8,291,"B",4,7,8
10,4,8,1,291,"B",4,8,1
10,4,8,2,291,"B",4,8,2
10,4,8,3,291,"B",4,8,3
10,4,8,4,291,"B",4,8,4
10,4,8,5,291,"B",4,8,5
10,4,8,6,291,"B",4,8,6
10,4,8,7,291,"B",4,8,7
10,4,8,8,291,"B",4,8,8
10,5,9,1,44,"A",4,7,1
10,5,9,2,44,"A",4,7,2
10,5,9,3,44,"A",4,7,3
10,5,9,4,44,"A",4,7,4
10,5,9,5,44,"A",4,7,5
10,5,9,6,44,"A",4,7,6
10,5,9,7,44,"A",4,7,7
10,5,9,8,44,"A",4,7,8
10,5,10,1,44,"A",4,8,1
10,5,10,2,44,"A",4,8,2
10,5,10,3,44,"A",4,8,3
10,5,10,4,44,"A",4,8,4
10,5,10,5,44,"A",4,8,5
10,5,10,6,44,"A",4,8,6
10,5,10,7,44,"A",4,8,7
10,5,10,8,44,"A",4,8,8
10,6,11,1,209,"B",1,1,1
10,6,11,2,209,"B",1,1,2
10,6,11,3,209,"B",1,1,3
10,6,11,4,209,"B",1,1,4
10,6,11,5,209,"B",1,1,5
10,6,11,6,209,"B",1,1,6
10,6,11,7,209,"B",1,1,7
10,6,11,8,209,"B",1,1,8
10,6,12,1,209,"B",1,2,1
10,6,12,2,209,"B",1,2,2
10,6,12,3,209,"B",1,2,3
10,6,12,4,209,"B",1,2,4
10,6,12,5,209,"B",1,2,5
10,6,12,6,209,"B",1,2,6
10,6,12,7,209,"B",1,2,7
10,6,12,8,209,"B",1,2,8
11,1,1,1,44,"A",5,9,1
11,1,1,2,44,"A",5,9,2
11,1,1,3,44,"A",5,9,3
11,1,1,4,44,"A",5,9,4
11,1,1,5,44,"A",5,9,5
11,1,1,6,44,"A",5,9,6
11,1,1,7,44,"A",5,9,7
11,1,1,8,44,"A",5,9,8
11,1,2,1,44,"A",5,10,1
11,1,2,2,44,"A",5,10,2
11,1,2,3,44,"A",5,10,3
11,1,2,4,44,"A",5,10,4
11,1,2,5,44,"A",5,10,5
11,1,2,6,44,"A",5,10,6
11,1,2,7,44,"A",5,10,7
11,1,2,8,44,"A",5,10,8
11,2,3,1,297,"B",1,1,1
11,2,3,2,297,"B",1,1,2
11,2,3,3,297,"B",1,1,3
11,2,3,4,297,"B",1,1,4
11,2,3,5,297,"B",1,1,5
11,2,3,6,297,"B",1,1,6
11,2,3,7,297,"B",1,1,7
11,2,3,8,297,"B",1,1,8
11,2,4,1,297,"B",1,2,1
11,2,4,2,297,"B",1,2,2
11,2,4,3,297,"B",1,2,3
11,2,4,4,297,"B",1,2,4
11,2,4,5,297,"B",1,2,5
11,2,4,6,297,"B",1,2,6
11,2,4,7,297,"B",1,2,7
11,2,4,8,297,"B",1,2,8
11,3,5,1,46,"A",4,7,1
11,3,5,2,46,"A",4,7,2
11,3,5,3,46,"A",4,7,3
11,3,5,4,46,"A",4,7,4
11,3,5,5,46,"A",4,7,5
11,3,5,6,46,"A",4,7,6
11,3,5,7,46,"A",4,7,7
11,3,5,8,46,"A",4,7,8
11,3,6,1,46,"A",4,8,1
11,3,6,2,46,"A",4,8,2
11,3,6,3,46,"A",4,8,3
11,3,6,4,46,"A",4,8,4
11,3,6,5,46,"A",4,8,5
11,3,6,6,46,"A",4,8,6
11,3,6,7,46,"A",4,8,7
11,3,6,8,46,"A",4,8,8
11,4,7,1,63,"A",3,5,1
11,4,7,2,63,"A",3,5,2
11,4,7,3,63,"A",3,5,3
11,4,7,4,63,"A",3,5,4
11,4,7,5,63,"A",3,5,5
11,4,7,6,63,"A",3,5,6
11,4,7,7,63,"A",3,5,7
11,4,7,8,63,"A",3,5,8
11,4,8,1,63,"A",3,6,1
11,4,8,2,63,"A",3,6,2
11,4,8,3,63,"A",3,6,3
11,4,8,4,63,"A",3,6,4
11,4,8,5,63,"A",3,6,5
11,4,8,6,63,"A",3,6,6
11,4,8,7,63,"A",3,6,7
11,4,8,8,63,"A",3,6,8
11,5,9,1,206,"B",4,7,1
11,5,9,2,206,"B",4,7,2
11,5,9,3,206,"B",4,7,3
11,5,9,4,206,"B",4,7,4
11,5,9,5,206,"B",4,7,5
11,5,9,6,206,"B",4,7,6
11,5,9,7,206,"B",4,7,7
11,5,9,8,206,"B",4,7,8
11,5,10,1,206,"B",4,8,1
11,5,10,2,206,"B",4,8,2
11,5,10,3,206,"B",4,8,3
11,5,10,4,206,"B",4,8,4
11,5,10,5,206,"B",4,8,5
11,5,10,6,206,"B",4,8,6
11,5,10,7,206,"B",4,8,7
11,5,10,8,206,"B",4,8,8
11,6,11,1,158,"B",5,9,1
11,6,11,2,158,"B",5,9,2
11,6,11,3,158,"B",5,9,3
11,6,11,4,158,"B",5,9,4
11,6,11,5,158,"B",5,9,5
11,6,11,6,158,"B",5,9,6
11,6,11,7,158,"B",5,9,7
11,6,11,8,158,"B",5,9,8
11,6,12,1,158,"B",5,10,1
11,6,12,2,158,"B",5,10,2
11,6,12,3,158,"B",5,10,3
11,6,12,4,158,"B",5,10,4
11,6,12,5,158,"B",5,10,5
11,6,12,6,158,"B",5,10,6
11,6,12,7,158,"B",5,10,7
11,6,12,8,158,"B",5,10,8
12,1,1,1,192,"B",4,7,1
12,1,1,2,192,"B",4,7,2
12,1,1,3,192,"B",4,7,3
12,1,1,4,192,"B",4,7,4
12,1,1,5,192,"B",4,7,5
12,1,1,6,192,"B",4,7,6
12,1,1,7,192,"B",4,7,7
12,1,1,8,192,"B",4,7,8
12,1,2,1,192,"B",4,8,1
12,1,2,2,192,"B",4,8,2
12,1,2,3,192,"B",4,8,3
12,1,2,4,192,"B",4,8,4
12,1,2,5,192,"B",4,8,5
12,1,2,6,192,"B",4,8,6
12,1,2,7,192,"B",4,8,7
12,1,2,8,192,"B",4,8,8
12,2,3,1,47,"A",3,5,1
12,2,3,2,47,"A",3,5,2
12,2,3,3,47,"A",3,5,3
12,2,3,4,47,"A",3,5,4
12,2,3,5,47,"A",3,5,5
12,2,3,6,47,"A",3,5,6
12,2,3,7,47,"A",3,5,7
12,2,3,8,47,"A",3,5,8
12,2,4,1,47,"A",3,6,1
12,2,4,2,47,"A",3,6,2
12,2,4,3,47,"A",3,6,3
12,2,4,4,47,"A",3,6,4
12,2,4,5,47,"A",3,6,5
12,2,4,6,47,"A",3,6,6
12,2,4,7,47,"A",3,6,7
12,2,4,8,47,"A",3,6,8
12,3,5,1,61,"A",3,5,1
12,3,5,2,61,"A",3,5,2
12,3,5,3,61,"A",3,5,3
12,3,5,4,61,"A",3,5,4
12,3,5,5,61,"A",3,5,5
12,3,5,6,61,"A",3,5,6
12,3,5,7,61,"A",3,5,7
12,3,5,8,61,"A",3,5,8
12,3,6,1,61,"A",3,6,1
12,3,6,2,61,"A",3,6,2
12,3,6,3,61,"A",3,6,3
12,3,6,4,61,"A",3,6,4
12,3,6,5,61,"A",3,6,5
12,3,6,6,61,"A",3,6,6
12,3,6,7,61,"A",3,6,7
12,3,6,8,61,"A",3,6,8
12,4,7,1,65,"A",2,3,1
12,4,7,2,65,"A",2,3,2
12,4,7,3,65,"A",2,3,3
12,4,7,4,65,"A",2,3,4
12,4,7,5,65,"A",2,3,5
12,4,7,6,65,"A",2,3,6
12,4,7,7,65,"A",2,3,7
12,4,7,8,65,"A",2,3,8
12,4,8,1,65,"A",2,4,1
12,4,8,2,65,"A",2,4,2
12,4,8,3,65,"A",2,4,3
12,4,8,4,65,"A",2,4,4
12,4,8,5,65,"A",2,4,5
12,4,8,6,65,"A",2,4,6
12,4,8,7,65,"A",2,4,7
12,4,8,8,65,"A",2,4,8
12,5,9,1,281,"B",3,5,1
12,5,9,2,281,"B",3,5,2
12,5,9,3,281,"B",3,5,3
12,5,9,4,281,"B",3,5,4
12,5,9,5,281,"B",3,5,5
12,5,9,6,281,"B",3,5,6
12,5,9,7,281,"B",3,5,7
12,5,9,8,281,"B",3,5,8
12,5,10,1,281,"B",3,6,1
12,5,10,2,281,"B",3,6,2
12,5,10,3,281,"B",3,6,3
12,5,10,4,281,"B",3,6,4
12,5,10,5,281,"B",3,6,5
12,5,10,6,281,"B",3,6,6
12,5,10,7,281,"B",3,6,7
12,5,10,8,281,"B",3,6,8
12,6,11,1,282,"B",1,1,1
12,6,11,2,282,"B",1,1,2
12,6,11,3,282,"B",1,1,3
12,6,11,4,282,"B",1,1,4
12,6,11,5,282,"B",1,1,5
12,6,11,6,282,"B",1,1,6
12,6,11,7,282,"B",1,1,7
12,6,11,8,282,"B",1,1,8
12,6,12,1,282,"B",1,2,1
12,6,12,2,282,"B",1,2,2
12,6,12,3,282,"B",1,2,3
12,6,12,4,282,"B",1,2,4
12,6,12,5,282,"B",1,2,5
12,6,12,6,282,"B",1,2,6
12,6,12,7,282,"B",1,2,7
12,6,12,8,282,"B",1,2,8
13,1,1,1,42,"A",5,9,1
13,1,1,2,42,"A",5,9,2
13,1,1,3,42,"A",5,9,3
13,1,1,4,42,"A",5,9,4
13,1,1,5,42,"A",5,9,5
13,1,1,6,42,"A",5,9,6
13,1,1,7,42,"A",5,9,7
13,1,1,8,42,"A",5,9,8
13,1,2,1,42,"A",5,10,1
13,1,2,2,42,"A",5,10,2
13,1,2,3,42,"A",5,10,3
13,1,2,4,42,"A",5,10,4
13,1,2,5,42,"A",5,10,5
13,1,2,6,42,"A",5,10,6
13,1,2,7,42,"A",5,10,7
13,1,2,8,42,"A",5,10,8
13,2,3,1,301,"B",4,7,1
13,2,3,2,301,"B",4,7,2
13,2,3,3,301,"B",4,7,3
13,2,3,4,301,"B",4,7,4
13,2,3,5,301,"B",4,7,5
13,2,3,6,301,"B",4,7,6
13,2,3,7,301,"B",4,7,7
13,2,3,8,301,"B",4,7,8
13,2,4,1,301,"B",4,8,1
13,2,4,2,301,"B",4,8,2
13,2,4,3,301,"B",4,8,3
13,2,4,4,301,"B",4,8,4
13,2,4,5,301,"B",4,8,5
13,2,4,6,301,"B",4,8,6
13,2,4,7,301,"B",4,8,7
13,2,4,8,301,"B",4,8,8
13,3,5,1,93,"A",3,5,1
13,3,5,2,93,"A",3,5,2
13,3,5,3,93,"A",3,5,3
13,3,5,4,93,"A",3,5,4
13,3,5,5,93,"A",3,5,5
13,3,5,6,93,"A",3,5,6
13,3,5,7,93,"A",3,5,7
13,3,5,8,93,"A",3,5,8
13,3,6,1,93,"A",3,6,1
13,3,6,2,93,"A",3,6,2
13,3,6,3,93,"A",3,6,3
13,3,6,4,93,"A",3,6,4
13,3,6,5,93,"A",3,6,5
13,3,6,6,93,"A",3,6,6
13,3,6,7,93,"A",3,6,7
13,3,6,8,93,"A",3,6,8
13,4,7,1,282,"B",5,9,1
13,4,7,2,282,"B",5,9,2
13,4,7,3,282,"B",5,9,3
13,4,7,4,282,"B",5,9,4
13,4,7,5,282,"B",5,9,5
13,4,7,6,282,"B",5,9,6
13,4,7,7,282,"B",5,9,7
13,4,7,8,282,"B",5,9,8
13,4,8,1,282,"B",5,10,1
13,4,8,2,282,"B",5,10,2
13,4,8,3,282,"B",5,10,3
13,4,8,4,282,"B",5,10,4
13,4,8,5,282,"B",5,10,5
13,4,8,6,282,"B",5,10,6
13,4,8,7,282,"B",5,10,7
13,4,8,8,282,"B",5,10,8
13,5,9,1,61,"A",5,9,1
13,5,9,2,61,"A",5,9,2
13,5,9,3,61,"A",5,9,3
13,5,9,4,61,"A",5,9,4
13,5,9,5,61,"A",5,9,5
13,5,9,6,61,"A",5,9,6
13,5,9,7,61,"A",5,9,7
13,5,9,8,61,"A",5,9,8
13,5,10,1,61,"A",5,10,1
13,5,10,2,61,"A",5,10,2
13,5,10,3,61,"A",5,10,3
13,5,10,4,61,"A",5,10,4
13,5,10,5,61,"A",5,10,5
13,5,10,6,61,"A",5,10,6
13,5,10,7,61,"A",5,10,7
13,5,10,8,61,"A",5,10,8
13,6,11,1,293,"B",3,5,1
13,6,11,2,293,"B",3,5,2
13,6,11,3,293,"B",3,5,3
13,6,11,4,293,"B",3,5,4
13,6,11,5,293,"B",3,5,5
13,6,11,6,293,"B",3,5,6
13,6,11,7,293,"B",3,5,7
13,6,11,8,293,"B",3,5,8
13,6,12,1,293,"B",3,6,1
13,6,12,2,293,"B",3,6,2
13,6,12,3,293,"B",3,6,3
13,6,12,4,293,"B",3,6,4
13,6,12,5,293,"B",3,6,5
13,6,12,6,293,"B",3,6,6
13,6,12,7,293,"B",3,6,7
13,6,12,8,293,"B",3,6,8
14,1,1,1,281,"B",2,3,1
14,1,1,2,281,"B",2,3,2
14,1,1,3,281,"B",2,3,3
14,1,1,4,281,"B",2,3,4
14,1,1,5,281,"B",2,3,5
14,1,1,6,281,"B",2,3,6
14,1,1,7,281,"B",2,3,7
14,1,1,8,281,"B",2,3,8
14,1,2,1,281,"B",2,4,1
14,1,2,2,281,"B",2,4,2
14,1,2,3,281,"B",2,4,3
14,1,2,4,281,"B",2,4,4
14,1,2,5,281,"B",2,4,5
14,1,2,6,281,"B",2,4,6
14,1,2,7,281,"B",2,4,7
14,1,2,8,281,"B",2,4,8
14,2,3,1,93,"A",5,9,1
14,2,3,2,93,"A",5,9,2
14,2,3,3,93,"A",5,9,3
14,2,3,4,93,"A",5,9,4
14,2,3,5,93,"A",5,9,5
14,2,3,6,93,"A",5,9,6
14,2,3,7,93,"A",5,9,7
14,2,3,8,93,"A",5,9,8
14,2,4,1,93,"A",5,10,1
14,2,4,2,93,"A",5,10,2
14,2,4,3,93,"A",5,10,3
14,2,4,4,93,"A",5,10,4
14,2,4,5,93,"A",5,10,5
14,2,4,6,93,"A",5,10,6
14,2,4,7,93,"A",5,10,7
14,2,4,8,93,"A",5,10,8
14,3,5,1,76,"A",5,9,1
14,3,5,2,76,"A",5,9,2
14,3,5,3,76,"A",5,9,3
14,3,5,4,76,"A",5,9,4
14,3,5,5,76,"A",5,9,5
14,3,5,6,76,"A",5,9,6
14,3,5,7,76,"A",5,9,7
14,3,5,8,76,"A",5,9,8
14,3,6,1,76,"A",5,10,1
14,3,6,2,76,"A",5,10,2
14,3,6,3,76,"A",5,10,3
14,3,6,4,76,"A",5,10,4
14,3,6,5,76,"A",5,10,5
14,3,6,6,76,"A",5,10,6
14,3,6,7,76,"A",5,10,7
14,3,6,8,76,"A",5,10,8
14,4,7,1,287,"B",2,3,1
14,4,7,2,287,"B",2,3,2
14,4,7,3,287,"B",2,3,3
14,4,7,4,287,"B",2,3,4
14,4,7,5,287,"B",2,3,5
14,4,7,6,287,"B",2,3,6
14,4,7,7,287,"B",2,3,7
14,4,7,8,287,"B",2,3,8
14,4,8,1,287,"B",2,4,1
14,4,8,2,287,"B",2,4,2
14,4,8,3,287,"B",2,4,3
14,4,8,4,287,"B",2,4,4
14,4,8,5,287,"B",2,4,5
14,4,8,6,287,"B",2,4,6
14,4,8,7,287,"B",2,4,7
14,4,8,8,287,"B",2,4,8
14,5,9,1,59,"A",2,3,1
14,5,9,2,59,"A",2,3,2
14,5,9,3,59,"A",2,3,3
14,5,9,4,59,"A",2,3,4
14,5,9,5,59,"A",2,3,5
14,5,9,6,59,"A",2,3,6
14,5,9,7,59,"A",2,3,7
14,5,9,8,59,"A",2,3,8
14,5,10,1,59,"A",2,4,1
14,5,10,2,59,"A",2,4,2
14,5,10,3,59,"A",2,4,3
14,5,10,4,59,"A",2,4,4
14,5,10,5,59,"A",2,4,5
14,5,10,6,59,"A",2,4,6
14,5,10,7,59,"A",2,4,7
14,5,10,8,59,"A",2,4,8
14,6,11,1,209,"B",3,5,1
14,6,11,2,209,"B",3,5,2
14,6,11,3,209,"B",3,5,3
14,6,11,4,209,"B",3,5,4
14,6,11,5,209,"B",3,5,5
14,6,11,6,209,"B",3,5,6
14,6,11,7,209,"B",3,5,7
14,6,11,8,209,"B",3,5,8
14,6,12,1,209,"B",3,6,1
14,6,12,2,209,"B",3,6,2
14,6,12,3,209,"B",3,6,3
14,6,12,4,209,"B",3,6,4
14,6,12,5,209,"B",3,6,5
14,6,12,6,209,"B",3,6,6
14,6,12,7,209,"B",3,6,7
14,6,12,8,209,"B",3,6,8
15,1,1,1,45,"B",5,9,1
15,1,1,2,45,"B",5,9,2
15,1,1,3,45,"B",5,9,3
15,1,1,4,45,"B",5,9,4
15,1,1,5,45,"B",5,9,5
15,1,1,6,45,"B",5,9,6
15,1,1,7,45,"B",5,9,7
15,1,1,8,45,"B",5,9,8
15,1,2,1,45,"B",5,10,1
15,1,2,2,45,"B",5,10,2
15,1,2,3,45,"B",5,10,3
15,1,2,4,45,"B",5,10,4
15,1,2,5,45,"B",5,10,5
15,1,2,6,45,"B",5,10,6
15,1,2,7,45,"B",5,10,7
15,1,2,8,45,"B",5,10,8
15,2,3,1,55,"A",5,9,1
15,2,3,2,55,"A",5,9,2
15,2,3,3,55,"A",5,9,3
15,2,3,4,55,"A",5,9,4
15,2,3,5,55,"A",5,9,5
15,2,3,6,55,"A",5,9,6
15,2,3,7,55,"A",5,9,7
15,2,3,8,55,"A",5,9,8
15,2,4,1,55,"A",5,10,1
15,2,4,2,55,"A",5,10,2
15,2,4,3,55,"A",5,10,3
15,2,4,4,55,"A",5,10,4
15,2,4,5,55,"A",5,10,5
15,2,4,6,55,"A",5,10,6
15,2,4,7,55,"A",5,10,7
15,2,4,8,55,"A",5,10,8
15,3,5,1,44,"A",2,3,1
15,3,5,2,44,"A",2,3,2
15,3,5,3,44,"A",2,3,3
15,3,5,4,44,"A",2,3,4
15,3,5,5,44,"A",2,3,5
15,3,5,6,44,"A",2,3,6
15,3,5,7,44,"A",2,3,7
15,3,5,8,44,"A",2,3,8
15,3,6,1,44,"A",2,4,1
15,3,6,2,44,"A",2,4,2
15,3,6,3,44,"A",2,4,3
15,3,6,4,44,"A",2,4,4
15,3,6,5,44,"A",2,4,5
15,3,6,6,44,"A",2,4,6
15,3,6,7,44,"A",2,4,7
15,3,6,8,44,"A",2,4,8
15,4,7,1,301,"B",2,3,1
15,4,7,2,301,"B",2,3,2
15,4,7,3,301,"B",2,3,3
15,4,7,4,301,"B",2,3,4
15,4,7,5,301,"B",2,3,5
15,4,7,6,301,"B",2,3,6
15,4,7,7,301,"B",2,3,7
15,4,7,8,301,"B",2,3,8
15,4,8,1,301,"B",2,4,1
15,4,8,2,301,"B",2,4,2
15,4,8,3,301,"B",2,4,3
15,4,8,4,301,"B",2,4,4
15,4,8,5,301,"B",2,4,5
15,4,8,6,301,"B",2,4,6
15,4,8,7,301,"B",2,4,7
15,4,8,8,301,"B",2,4,8
15,5,9,1,40,"A",4,7,1
15,5,9,2,40,"A",4,7,2
15,5,9,3,40,"A",4,7,3
15,5,9,4,40,"A",4,7,4
15,5,9,5,40,"A",4,7,5
15,5,9,6,40,"A",4,7,6
15,5,9,7,40,"A",4,7,7
15,5,9,8,40,"A",4,7,8
15,5,10,1,40,"A",4,8,1
15,5,10,2,40,"A",4,8,2
15,5,10,3,40,"A",4,8,3
15,5,10,4,40,"A",4,8,4
15,5,10,5,40,"A",4,8,5
15,5,10,6,40,"A",4,8,6
15,5,10,7,40,"A",4,8,7
15,5,10,8,40,"A",4,8,8
15,6,11,1,192,"B",3,5,1
15,6,11,2,192,"B",3,5,2
15,6,11,3,192,"B",3,5,3
15,6,11,4,192,"B",3,5,4
15,6,11,5,192,"B",3,5,5
15,6,11,6,192,"B",3,5,6
15,6,11,7,192,"B",3,5,7
15,6,11,8,192,"B",3,5,8
15,6,12,1,192,"B",3,6,1
15,6,12,2,192,"B",3,6,2
15,6,12,3,192,"B",3,6,3
15,6,12,4,192,"B",3,6,4
15,6,12,5,192,"B",3,6,5
15,6,12,6,192,"B",3,6,6
15,6,12,7,192,"B",3,6,7
15,6,12,8,192,"B",3,6,8
16,1,1,1,91,"A",4,7,1
16,1,1,2,91,"A",4,7,2
16,1,1,3,91,"A",4,7,3
16,1,1,4,91,"A",4,7,4
16,1,1,5,91,"A",4,7,5
16,1,1,6,91,"A",4,7,6
16,1,1,7,91,"A",4,7,7
16,1,1,8,91,"A",4,7,8
16,1,2,1,91,"A",4,8,1
16,1,2,2,91,"A",4,8,2
16,1,2,3,91,"A",4,8,3
16,1,2,4,91,"A",4,8,4
16,1,2,5,91,"A",4,8,5
16,1,2,6,91,"A",4,8,6
16,1,2,7,91,"A",4,8,7
16,1,2,8,91,"A",4,8,8
16,2,3,1,298,"B",4,7,1
16,2,3,2,298,"B",4,7,2
16,2,3,3,298,"B",4,7,3
16,2,3,4,298,"B",4,7,4
16,2,3,5,298,"B",4,7,5
16,2,3,6,298,"B",4,7,6
16,2,3,7,298,"B",4,7,7
